ProbeName	P-value	Absolute Fold change([T] vs [N])	Regulation([T] vs [N])	type	seqname	GeneSymbol	source	RNAlength	chrom	strand
ASHG19A3L0001973	0.000968119	2.227328884	up	noncoding	AW275694	lincRNA-EIF3H-3	lincRNA	408	chr8	+
ASHG19A3A049226	1.13056E-07	2.432344877	up	noncoding	ENST00000425052	RP11-46H11.1	Ensembl	486	chr12	+
ASHG19A3A029619	5.59707E-09	4.381008964	up	noncoding	ENST00000396783	RPS17P1	Ensembl	406	chr6	-
ASHG19A3A026908	3.28541E-09	3.872285343	up	noncoding	NR_024438	LOC648740	RefSeq_NR	1988	chr1	+
ASHG19A3H0000118	7.68049E-10	2.448374363	up	noncoding	nc-HOXC11-116-	nc-HOXC11-116	HOX cluster	228	chr12	+
ASHG19A3A009410	4.5139E-10	3.247877771	up	noncoding	ENST00000495111	RP11-1094M14.1	Ensembl	156	chr17	+
ASHG19A3A045303	1.2981E-06	4.32858081	up	noncoding	uc001nxj.1	CR936784	UCSC_knowngene	3770	chr11	-
ASHG19A3A042934	3.15325E-05	2.144273463	up	noncoding	ENST00000428039	RP11-522H2.3	Ensembl	894	chr10	-
ASHG19A3A016889	1.45338E-08	3.381534642	up	noncoding	ENST00000440360	AC079767.3	Ensembl	171	chr2	+
ASHG19A3A042804	6.2431E-08	2.327613771	up	noncoding	ENST00000395464	RP11-346D6.4	Ensembl	372	chr10	-
ASHG19A3L0000209	0.000311861	2.03298041	up	noncoding	AK097728	lincRNA-PRLHR-1	lincRNA	1798	chr10	-
ASHG19A3A031536	5.24699E-08	5.22159844	up	noncoding	uc003osv.2	DQ590761	UCSC_knowngene	1866	chr6	+
ASHG19A3A017425	1.68328E-08	5.666160232	up	noncoding	ENST00000424633	RPL12L3	Ensembl	501	chr20	-
ASHG19A3A037622	0.00326649	2.288832254	up	noncoding	ENST00000392516	RP11-15B24.2	Ensembl	775	chr9	-
ASHG19A3A042637	2.13842E-08	2.235545548	up	noncoding	ENST00000495197	RP11-508N22.4	Ensembl	822	chr10	-
ASHG19A3A039867	3.47367E-06	2.217908375	up	noncoding	ENST00000448722	HSPBL3	Ensembl	546	chrX	-
ASHG19A3A036105	3.75635E-08	5.923568916	up	noncoding	uc003yqp.1	AK023391	UCSC_knowngene	3475	chr8	-
ASHG19A3A050151	5.09313E-07	3.651386568	up	noncoding	ENST00000378775	RP11-189B4.3	Ensembl	192	chr13	+
ASHG19A3A020102	6.22028E-08	4.437545914	up	noncoding	uc001bzm.1	AK025726	UCSC_knowngene	3778	chr1	+
ASHG19A3A047051	2.69795E-07	2.79036328	up	noncoding	ENST00000422107	RP4-677H15.4	Ensembl	457	chr1	-
ASHG19A3A040147	0.000537645	2.061660053	up	noncoding	ENST00000428832	RP13-136L2.1	Ensembl	1217	chrX	-
ASHG19A3A051919	2.18366E-08	2.475054569	up	noncoding	ENST00000469695	AC090602.2	Ensembl	252	chr15	-
ASHG19A3A014099	5.31771E-05	3.433116814	up	noncoding	ENST00000393428	AC068538.1	Ensembl	270	chr2	-
ASHG19A3A032551	2.14447E-08	3.288813289	up	noncoding	NR_002711	CLK2P	RefSeq_NR	1812	chr7	-
ASHG19A3A014714	2.37753E-11	3.785076521	up	noncoding	ENST00000434913	FTHL20	Ensembl	548	chr2	-
ASHG19A3A035905	6.07843E-09	2.658447299	up	noncoding	ENST00000413500	AC023644.1	Ensembl	552	chr8	-
ASHG19A3A012262	1.32715E-08	3.400136299	up	noncoding	ENST00000458635	CTD-3105H18.5	Ensembl	123	chr19	+
ASHG19A3A008164	7.22671E-10	3.558493268	up	noncoding	ENST00000420029	RP11-64I24.1	Ensembl	270	chr1	-
ASHG19A3H0000093	3.79925E-06	3.174431426	up	noncoding	nc-HOXB9-192-	nc-HOXB9-192	HOX cluster	318	chr17	-
ASHG19A3A012302	2.15015E-08	4.126162539	up	noncoding	ENST00000430596	AC022098.1	Ensembl	843	chr19	+
ASHG19A3A017306	2.12649E-09	3.253193102	up	noncoding	ENST00000458402	RP5-1068H6.3	Ensembl	793	chr20	-
ASHG19A3A052943	6.71834E-07	2.00454101	up	noncoding	ENST00000484430	RP11-568G20.1	Ensembl	795	chr15	+
ASHG19A3A043327	2.02062E-09	3.951208251	up	noncoding	ENST00000486414	RP11-108K1.2	Ensembl	492	chr10	-
ASHG19A3A009210	2.38581E-08	2.455214628	up	noncoding	ENST00000432936	AL353997.11	Ensembl	108	chr17	+
ASHG19A3A025672	6.96318E-07	2.300966852	up	noncoding	ENST00000511117	RP11-622A1.1	Ensembl	192	chr4	+
ASHG19A3A051146	0.036281676	2.034417861	up	noncoding	NR_002770	DIO3OS	RefSeq_NR	3454	chr14	-
ASHG19A3A028710	0.002130938	2.038986533	up	noncoding	ENST00000510337	KRT18P16	Ensembl	1294	chr5	+
ASHG19A3A032755	2.06679E-06	3.724026107	up	noncoding	ENST00000438468	AC004938.5	Ensembl	308	chr7	-
ASHG19A3A041370	9.13031E-06	2.844695448	up	noncoding	ENST00000399148	RP13-383K5.4	Ensembl	600	chrX	+
ASHG19A3A037969	9.30328E-09	2.23318747	up	noncoding	ENST00000413759	RP11-442A13.1	Ensembl	514	chr9	-
ASHG19A3A011085	6.93976E-09	2.655029087	up	noncoding	ENST00000413840	CTD-2192J16.15	Ensembl	546	chr19	-
ASHG19A3A048228	1.74155E-08	3.163611989	up	noncoding	ENST00000468281	RP4-816N1.1	Ensembl	468	chr12	+
ASHG19A3A030548	6.3926E-09	3.639751528	up	noncoding	ENST00000392387	RP3-416F10.1	Ensembl	468	chr6	-
ASHG19A3A026885	3.43761E-08	4.636987079	up	noncoding	ENST00000396619	AC104120.1	Ensembl	675	chr5	-
ASHG19A3A030996	0.000442577	2.106936148	up	noncoding	ENST00000405924	RP3-451B15.3	Ensembl	140	chr6	+
ASHG19A3L0002844	9.13005E-05	2.12211197	up	noncoding	chr6:106591881-106605128+	lincRNA-ATG5-3	lincRNA	13248	chr6	+
ASHG19A3A040598	8.63002E-06	2.474966069	up	noncoding	ENST00000393544	AF277315.8	Ensembl	1065	chrX	-
ASHG19A3A043414	2.06077E-06	3.341269317	up	noncoding	ENST00000431701	RP11-359B3.1	Ensembl	247	chr10	-
ASHG19A3A010406	8.25039E-07	2.396857269	up	noncoding	ENST00000481064	RP11-162A12.1	Ensembl	460	chr18	-
ASHG19A3A034976	2.99991E-06	3.724715153	up	noncoding	uc003vkf.1	AK057037	UCSC_knowngene	1027	chr7	+
ASHG19A3A023958	5.97718E-11	2.915754662	up	noncoding	ENST00000509155	RP11-352E6.2	Ensembl	340	chr4	-
ASHG19A3A050707	0.004315008	2.55462117	up	noncoding	ENST00000399257	KRT18P6	Ensembl	552	chr14	-
ASHG19A3A029918	7.38961E-09	2.949438035	up	noncoding	ENST00000326586	RPL24P4	Ensembl	421	chr6	-
ASHG19A3A050906	1.26809E-05	2.881840814	up	noncoding	ENST00000473054	RP11-204K16.1	Ensembl	801	chr14	-
ASHG19A3A041865	9.24969E-06	34.8518086	up	noncoding	ENST00000445125	RN18S1	Ensembl	599	chrY	-
ASHG19A3A028301	8.65288E-05	2.184898752	up	noncoding	ENST00000503106	RP11-434D9.1	Ensembl	557	chr5	+
ASHG19A3A030403	0.000246572	3.889517002	up	noncoding	ENST00000439811	RP11-506B6.2	Ensembl	1286	chr6	-
ASHG19A3A051777	1.1718E-06	3.762761462	up	noncoding	uc001ygz.1	BC014138	UCSC_knowngene	3412	chr14	+
ASHG19A3A007917	2.40365E-09	2.888408447	up	noncoding	ENST00000428881	RP4-560B9.1	Ensembl	1311	chr1	-
ASHG19A3A015935	3.95459E-05	2.118673416	up	noncoding	ENST00000452984	AC133965.1	Ensembl	354	chr2	+
ASHG19A3A027092	0.001603965	2.208579299	up	noncoding	NR_024383	LOC645323	RefSeq_NR	3360	chr5	-
ASHG19A3A047063	6.21237E-05	2.519402025	up	noncoding	ENST00000479573	RP11-762B21.3	Ensembl	304	chr11	+
ASHG19A3A020827	0.000155976	2.128992509	up	noncoding	ENST00000426040	AC098614.1	Ensembl	255	chr3	-
ASHG19A3A048873	0.000365156	2.719521277	up	noncoding	ENST00000485945	RP11-613M5.2	Ensembl	480	chr12	+
ASHG19A3A035536	1.32449E-07	3.315245281	up	noncoding	uc011kxs.1	DQ587039	UCSC_knowngene	309	chr8	-
ASHG19A3L0000535	2.16498E-08	3.15096811	up	noncoding	EC557833	lincRNA-SLC6A15	lincRNA	100	chr12	+
ASHG19A3A007101	9.87777E-09	3.297810987	up	noncoding	NR_002578	GAS5	RefSeq_NR	651	chr1	-
ASHG19A3A010649	4.03559E-10	7.239480796	up	noncoding	NR_003003	SCARNA17	RefSeq_NR	421	chr18	+
ASHG19A3A028015	9.96144E-09	4.322987926	up	noncoding	ENST00000490372	RP11-343P16.1	Ensembl	323	chr5	+
ASHG19A3A028003	1.58448E-05	6.104640029	up	noncoding	uc003jfz.2	CR620010	UCSC_knowngene	864	chr5	+
ASHG19A3A028650	1.49864E-08	6.609674623	up	noncoding	ENST00000502314	CCT5P1	Ensembl	1618	chr5	+
ASHG19A3A041604	2.11405E-06	2.090545118	up	noncoding	ENST00000431464	RP11-308D16.4	Ensembl	646	chrX	+
ASHG19A3A031396	5.01321E-08	3.530078519	up	noncoding	ENST00000408001	RP3-375P9.2	Ensembl	498	chr6	+
ASHG19A3A040038	1.73315E-05	2.20673999	up	noncoding	ENST00000436372	AL590762.6	Ensembl	640	chrX	-
ASHG19A3A043804	5.79801E-08	2.295338976	up	noncoding	ENST00000425095	RP11-382K22.1	Ensembl	738	chr10	+
ASHG19A3A038125	3.00297E-08	9.298085937	up	noncoding	ENST00000417156	RP11-57C19.6	Ensembl	265	chr9	-
ASHG19A3A015980	5.64253E-07	3.552206733	up	noncoding	ENST00000452670	AC097374.5	Ensembl	400	chr2	+
ASHG19A3A026176	6.71941E-09	4.257667221	up	noncoding	ENST00000502774	RP11-153M7.1	Ensembl	1082	chr4	+
ASHG19A3A033280	0.001470984	2.244231859	up	noncoding	ENST00000428316	RP4-747G18.5	Ensembl	882	chr7	-
ASHG19A3A012283	5.77447E-05	2.138774024	up	noncoding	ENST00000391861	RP11-108F13.2	Ensembl	903	chr1	-
ASHG19A3A022125	4.34455E-07	3.463131061	up	noncoding	ENST00000420238	AC090018.1	Ensembl	366	chr3	-
ASHG19A3A013479	2.3428E-08	7.638438624	up	noncoding	ENST00000456007	AL133244.1	Ensembl	258	chr2	-
ASHG19A3A012087	9.82816E-10	3.527188097	up	noncoding	ENST00000486380	AC005790.2	Ensembl	404	chr19	+
ASHG19A3A024435	1.16295E-07	3.322587439	up	noncoding	ENST00000422587	RP11-292O17.1	Ensembl	352	chr1	+
ASHG19A3A014206	6.23178E-07	3.032432488	up	noncoding	ENST00000427559	AC104651.2	Ensembl	735	chr2	-
ASHG19A3A014636	1.35701E-09	3.83119605	up	noncoding	ENST00000440938	AC073465.3	Ensembl	498	chr2	-
ASHG19A3A027264	9.32161E-08	2.900763546	up	noncoding	ENST00000327878	CTD-2287O16.1	Ensembl	375	chr5	-
ASHG19A3A019524	1.17661E-05	2.098424902	up	noncoding	uc002zuo.1	BCR	UCSC_knowngene	1842	chr22	-
ASHG19A3A035679	1.37171E-06	2.610819392	up	noncoding	ENST00000468681	RP1-273G13.1	Ensembl	744	chr8	-
ASHG19A3A043926	6.64809E-08	4.086927167	up	noncoding	ENST00000423283	RP11-123B3.2	Ensembl	435	chr10	+
ASHG19A3A015058	0.000102584	2.027456761	up	noncoding	ENST00000430194	AC079120.1	Ensembl	280	chr2	-
ASHG19A3A043905	4.88289E-10	2.79052187	up	noncoding	NR_033407	CTSLL2	RefSeq_NR	1105	chr10	+
ASHG19A3A018464	4.86012E-11	4.080740395	up	noncoding	ENST00000432629	RPL12P4	Ensembl	497	chr20	+
CUST_944_PI426073487	3.63972E-06	2.317000357	up	noncoding	uc.465-	uc.465	UCR	310	chrX	-
CUST_524_PI426073487	1.01292E-07	5.985756564	up	noncoding	uc.45-	uc.45	UCR	203	chr1	-
ASHG19A3A041166	1.17149E-10	3.623709674	up	noncoding	NR_002309	RPS26P11	RefSeq_NR	566	chrX	+
ASHG19A3A026588	1.73049E-06	3.622781896	up	noncoding	ENST00000509027	RP11-432M8.17	Ensembl	505	chr5	-
ASHG19A3A021653	1.07389E-09	3.923452172	up	noncoding	ENST00000491837	RP11-79L9.2	Ensembl	504	chr3	-
ASHG19A3A053471	6.35113E-08	4.632421193	up	noncoding	ENST00000403916	RP11-473I1.1	Ensembl	483	chr16	-
CUST_525_PI426073487	2.52399E-07	3.197169726	up	noncoding	uc.46-	uc.46	UCR	217	chr1	-
ASHG19A3A013392	1.06306E-08	5.806563558	up	noncoding	ENST00000416174	RP11-173A6.2	Ensembl	291	chr1	-
ASHG19A3A027773	3.42807E-05	2.547290315	up	noncoding	uc003mjv.3	CR598488	UCSC_knowngene	2883	chr5	-
CUST_898_PI426073487	0.000647956	2.927122032	up	noncoding	uc.419-	uc.419	UCR	289	chr17	-
ASHG19A3A030192	0.000217878	2.559589831	up	noncoding	ENST00000418567	RP11-379B8.1	Ensembl	822	chr6	-
ASHG19A3A024240	0.000489302	3.747116069	up	noncoding	ENST00000513351	RP11-63H19.6	Ensembl	515	chr4	-
ASHG19A3A025345	2.34415E-08	2.267243117	up	noncoding	ENST00000480875	RP11-10G12.1	Ensembl	255	chr4	+
ASHG19A3A053920	1.64008E-05	2.455139681	up	noncoding	ENST00000484897	RP11-133M24.1	Ensembl	888	chr16	-
ASHG19A3A024143	1.94402E-08	3.864942453	up	noncoding	ENST00000486904	RP11-731J8.1	Ensembl	505	chr4	-
ASHG19A3A011327	1.31493E-06	3.177330623	up	noncoding	ENST00000497298	CTD-2329C7.1	Ensembl	483	chr19	-
ASHG19A3A024092	1.57803E-07	4.574452787	up	noncoding	uc003gun.1	CR591173	UCSC_knowngene	2286	chr4	-
ASHG19A3A033200	2.05755E-06	2.343573984	up	noncoding	NR_002822	MGC72080	RefSeq_NR	728	chr7	-
ASHG19A3A036776	2.81643E-07	2.334257416	up	noncoding	ENST00000391360	RP11-347C18.1	Ensembl	558	chr8	+
ASHG19A3A051200	2.35635E-05	4.852848876	up	noncoding	uc001yrs.2	IGH@	UCSC_knowngene	1116	chr14	-
ASHG19A3A020479	5.56786E-08	9.700523055	up	noncoding	ENST00000435169	RP3-370M22.6	Ensembl	820	chr22	+
ASHG19A3A033500	5.19309E-05	2.042011843	up	noncoding	uc001fxp.1	CR619492	UCSC_knowngene	1711	chr1	+
ASHG19A3A020895	7.46581E-05	2.674412741	up	noncoding	ENST00000435924	RP11-660I20.4	Ensembl	524	chr3	-
ASHG19A3A037604	1.19509E-07	4.585580459	up	noncoding	ENST00000433468	RP11-336N8.3	Ensembl	480	chr9	-
ASHG19A3A017566	5.6394E-08	4.252565332	up	noncoding	ENST00000423231	RP11-26H16.1	Ensembl	483	chr1	+
ASHG19A3A015099	1.05985E-06	2.283127075	up	noncoding	ENST00000412556	AC084031.1	Ensembl	261	chr2	-
ASHG19A3A053745	1.11525E-08	3.169997743	up	noncoding	ENST00000412750	AC007610.1	Ensembl	315	chr16	-
ASHG19A3A020022	4.91587E-06	2.515522127	up	noncoding	ENST00000426076	LA16c-68B10.3	Ensembl	1612	chr22	+
ASHG19A3A007957	0.000776292	2.379074934	up	noncoding	ENST00000412454	AC013248.1	Ensembl	459	chr17	-
ASHG19A3L0000526	9.63604E-10	12.46304377	up	noncoding	BC070168	lincRNA-TSPAN8	lincRNA	1543	chr12	-
ASHG19A3A028863	5.9714E-07	146.0139123	up	noncoding	NR_002915	SNORA74A	RefSeq_NR	200	chr5	+
ASHG19A3A007112	1.51624E-06	4.327167799	up	noncoding	NR_003038	SNHG5	RefSeq_NR	524	chr6	-
ASHG19A3A020294	4.83853E-09	2.515161664	up	noncoding	ENST00000423216	RP3-423B22.5	Ensembl	255	chr1	+
ASHG19A3A014346	4.03578E-07	7.684827519	up	noncoding	uc002trf.1	AK054990	UCSC_knowngene	2070	chr2	-
ASHG19A3A052295	1.36899E-08	24.17393198	up	noncoding	NR_004388	SCARNA14	RefSeq_NR	137	chr15	-
ASHG19A3A020918	7.15586E-08	5.222226818	up	noncoding	ENST00000421044	RP11-528N21.2	Ensembl	1288	chr3	-
ASHG19A3A041488	1.34728E-06	2.758854464	up	noncoding	ENST00000429986	RP5-931E15.4	Ensembl	443	chrX	+
ASHG19A3A014184	1.23603E-06	3.408608737	up	noncoding	ENST00000426713	NCRNA00116	Ensembl	461	chr2	-
ASHG19A3L0000404	0.005761597	2.382993913	up	noncoding	AI252667	lincRNA-WNT11	lincRNA	438	chr11	-
ASHG19A3A044590	0.000200865	2.245853009	up	noncoding	ENST00000402743	RP11-570P14.1	Ensembl	360	chr1	-
ASHG19A3A051449	0.000245692	2.299986118	up	noncoding	ENST00000483820	RP11-132J14.1	Ensembl	769	chr14	+
ASHG19A3A026414	1.05617E-06	3.884882129	up	noncoding	ENST00000506915	RP11-45F23.1	Ensembl	2228	chr4	+
ASHG19A3A053604	2.14624E-07	3.743125379	up	noncoding	ENST00000433603	AC093509.1	Ensembl	273	chr16	-
ASHG19A3A024974	2.10005E-09	2.481906065	up	noncoding	ENST00000426688	RP3-445O10.1	Ensembl	643	chr1	+
ASHG19A3A038527	1.51614E-08	3.143768897	up	noncoding	ENST00000430795	RP11-156G14.6	Ensembl	166	chr9	+
ASHG19A3A014214	9.40037E-09	2.507572013	up	noncoding	ENST00000443291	AC079922.2	Ensembl	359	chr2	-
ASHG19A3A014191	4.7113E-07	2.529810065	up	noncoding	NR_027467	LIMS3	RefSeq_NR	2525	chr2	-
ASHG19A3A021835	9.09278E-06	2.317617805	up	noncoding	NR_003284	PA2G4P4	RefSeq_NR	2751	chr3	-
ASHG19A3A045966	2.5973E-08	3.676398734	up	noncoding	ENST00000445859	AC139143.1	Ensembl	318	chr11	+
ASHG19A3A007498	1.58315E-09	4.321600265	up	noncoding	NR_027303	TRIB2	RefSeq_NR	2855	chr2	+
ASHG19A3A050375	1.09738E-05	5.330278547	up	noncoding	ENST00000427733	KRT18P27	Ensembl	1299	chr13	+
ASHG19A3A042785	9.99419E-09	2.747616716	up	noncoding	ENST00000429323	RP11-481A12.6	Ensembl	331	chr10	-
ASHG19A3A051538	1.15952E-08	3.969894257	up	noncoding	ENST00000492881	RP11-289I10.1	Ensembl	495	chr1	-
ASHG19A3A054027	3.79194E-08	2.31153078	up	noncoding	ENST00000484096	RP11-568J23.1	Ensembl	664	chr16	-
ASHG19A3A022036	8.62279E-10	2.785509366	up	noncoding	ENST00000422486	RP11-110C15.4	Ensembl	1284	chr3	-
ASHG19A3A012391	5.46163E-08	2.609177839	up	noncoding	ENST00000461260	CTB-52I2.1	Ensembl	464	chr19	+
ASHG19A3A030215	8.5333E-08	2.004712984	up	noncoding	ENST00000398368	RP11-30P6.3	Ensembl	510	chr6	-
ASHG19A3A040809	4.13017E-05	2.415413598	up	noncoding	ENST00000458237	RP11-64I1.2	Ensembl	837	chrX	+
ASHG19A3A040028	1.18329E-08	5.023358132	up	noncoding	uc004dyq.2	CR594125	UCSC_knowngene	1448	chrX	-
ASHG19A3A032531	6.23563E-06	2.471357633	up	noncoding	ENST00000440420	AC005094.2	Ensembl	368	chr7	-
ASHG19A3A048808	4.72412E-07	2.205391258	up	noncoding	ENST00000393574	RP11-118B13.1	Ensembl	477	chr12	+
ASHG19A3A029871	3.22946E-10	3.118342946	up	noncoding	ENST00000325612	RP1-278E11.3	Ensembl	420	chr6	-
ASHG19A3A015722	1.43407E-09	3.756836421	up	noncoding	ENST00000411843	AC096664.1	Ensembl	406	chr2	+
ASHG19A3A043355	2.20219E-06	2.889596586	up	noncoding	ENST00000394996	RP11-498J9.1	Ensembl	622	chr10	-
ASHG19A3A026997	2.78184E-07	2.679755087	up	noncoding	ENST00000322686	CTC-451P13.1	Ensembl	783	chr5	-
ASHG19A3A049234	4.37424E-09	3.430175995	up	noncoding	ENST00000465341	CTD-2140B24.1	Ensembl	471	chr12	+
ASHG19A3A015686	7.95267E-08	2.321213546	up	noncoding	ENST00000325668	RP11-416L21.1	Ensembl	435	chr2	+
ASHG19A3A038766	7.00255E-09	2.750279866	up	noncoding	ENST00000437667	RP11-563H8.2	Ensembl	333	chr9	+
ASHG19A3A049037	6.18162E-11	3.2511942	up	noncoding	ENST00000490759	RP3-424M6.1	Ensembl	375	chr12	+
ASHG19A3A015971	2.43749E-08	3.542519448	up	noncoding	ENST00000445594	AC127391.4	Ensembl	1829	chr2	+
ASHG19A3A046731	5.173E-07	2.356619555	up	noncoding	ENST00000439829	AP002381.2	Ensembl	615	chr11	+
ASHG19A3A029790	4.66382E-08	2.896709883	up	noncoding	ENST00000412007	RPL35AP4	Ensembl	102	chr6	-
ASHG19A3L0002693	0.001178161	5.461739301	up	noncoding	BF058204	lincRNA-NANOS3-2	lincRNA	422	chr19	+
ASHG19A3A038360	1.39333E-09	3.595683607	up	noncoding	ENST00000470205	RPS26P3	Ensembl	450	chr9	+
ASHG19A3A047415	5.28985E-06	2.316516181	up	noncoding	ENST00000480211	RP11-318G8.1	Ensembl	153	chr12	-
ASHG19A3A021684	0.000397192	2.880230142	up	noncoding	ENST00000508556	RP11-316C10.1	Ensembl	304	chr3	-
ASHG19A3A025323	3.46577E-14	2.277897241	up	noncoding	ENST00000514978	RP11-24D11.1	Ensembl	288	chr4	+
ASHG19A3A023684	1.04787E-08	2.504559583	up	noncoding	ENST00000412545	RP11-42D20.2	Ensembl	360	chr3	+
ASHG19A3A018838	0.025368865	2.179350268	up	noncoding	ENST00000421454	RPL34P3	Ensembl	336	chr21	-
ASHG19A3A032537	6.66308E-09	2.745516598	up	noncoding	ENST00000325349	EEF1A1P6	Ensembl	1383	chr7	-
ASHG19A3A031070	1.55762E-06	2.288179239	up	noncoding	ENST00000244636	RP11-367G6.1	Ensembl	537	chr6	+
ASHG19A3A023078	1.30816E-08	3.624341421	up	noncoding	ENST00000486538	RP11-10G15.1	Ensembl	799	chr3	+
ASHG19A3A018663	4.6396E-05	3.662878584	up	noncoding	ENST00000456825	RPL37P3	Ensembl	293	chr21	-
ASHG19A3A011017	6.54315E-07	2.162448488	up	noncoding	ENST00000480755	CTD-3116E22.2	Ensembl	780	chr19	-
ASHG19A3A028670	9.01027E-10	3.832430157	up	noncoding	ENST00000359659	RPS17P2	Ensembl	452	chr5	+
ASHG19A3A018115	9.9155E-09	3.055868155	up	noncoding	ENST00000421023	RPL24P2	Ensembl	475	chr20	+
ASHG19A3A035915	0.00076239	2.086748123	up	noncoding	ENST00000222956	HNRNPA1P4	Ensembl	600	chr8	-
ASHG19A3A008659	1.04957E-05	2.279857859	up	noncoding	ENST00000398614	AC037475.1	Ensembl	270	chr17	-
ASHG19A3A039324	5.48188E-06	2.131795654	up	noncoding	ENST00000419300	RP11-492E3.1	Ensembl	1959	chr9	+
ASHG19A3A032914	3.06882E-05	2.323433532	up	noncoding	ENST00000424704	RP11-120D12.2	Ensembl	264	chr1	+
ASHG19A3A032260	8.54494E-05	2.251789049	up	noncoding	ENST00000402808	RP11-230C9.1	Ensembl	388	chr6	+
ASHG19A3A024097	2.12208E-08	6.7293927	up	noncoding	ENST00000513977	RP11-539G18.1	Ensembl	241	chr4	-
ASHG19A3A032194	6.73893E-05	2.298076621	up	noncoding	ENST00000482817	RP1-12G14.3	Ensembl	460	chr6	+
ASHG19A3A008704	5.75383E-06	5.470017872	up	noncoding	uc002jdy.1	BC070350	UCSC_knowngene	2694	chr17	-
ASHG19A3A017781	5.10539E-08	4.624566812	up	noncoding	ENST00000414761	SNRPFP1	Ensembl	252	chr20	-
ASHG19A3A034213	8.83369E-08	3.594959838	up	noncoding	ENST00000396038	AC078843.2	Ensembl	501	chr7	+
ASHG19A3A028187	2.08502E-05	2.513695969	up	noncoding	ENST00000397001	RP11-269M20.1	Ensembl	513	chr5	+
ASHG19A3A021848	9.02578E-05	2.930456171	up	noncoding	ENST00000435399	RP11-291L19.1	Ensembl	325	chr1	+
ASHG19A3L0001458	0.000777653	4.03658161	up	noncoding	AK021484	lincRNA-SYNPO2	lincRNA	3422	chr4	+
ASHG19A3A028469	0.000159365	2.206405125	up	noncoding	ENST00000469685	CTD-2331D11.1	Ensembl	875	chr5	+
ASHG19A3A023876	1.87839E-06	2.607109407	up	noncoding	ENST00000485355	RP11-489M13.1	Ensembl	781	chr4	-
ASHG19A3A019321	3.99518E-07	3.618309172	up	noncoding	ENST00000398116	RPL31P1	Ensembl	372	chr21	+
ASHG19A3A026292	1.63193E-05	3.069947392	up	noncoding	uc003isk.1	BC058818	UCSC_knowngene	1994	chr4	+
ASHG19A3A034578	1.60171E-08	3.814114798	up	noncoding	ENST00000450455	RP1-69E11.2	Ensembl	354	chr1	+
ASHG19A3A052923	6.67233E-09	9.955797042	up	noncoding	NR_002188	GBAP1	RefSeq_NR	2036	chr1	-
ASHG19A3A024168	0.00337798	2.06306451	up	noncoding	ENST00000509488	RP11-241F15.6	Ensembl	521	chr4	-
ASHG19A3A030111	1.27542E-09	3.61502696	up	noncoding	ENST00000433151	ADH5P4	Ensembl	1110	chr6	-
ASHG19A3A035896	6.41566E-07	2.178032779	up	noncoding	ENST00000478813	RP11-941H19.1	Ensembl	628	chr8	-
ASHG19A3A039548	3.16016E-09	5.312733676	up	noncoding	ENST00000456563	RP11-706O15.3	Ensembl	793	chrX	-
ASHG19A3A050701	6.6429E-06	4.917766559	up	noncoding	ENST00000495231	RP11-434O22.1	Ensembl	498	chr14	-
ASHG19A3A030967	3.68923E-06	3.102038804	up	noncoding	ENST00000401715	RP3-486D24.1	Ensembl	801	chr6	+
ASHG19A3A013500	1.5016E-07	3.169497053	up	noncoding	ENST00000415722	AC007390.4	Ensembl	356	chr2	-
ASHG19A3A025575	0.000715794	2.278271117	up	noncoding	ENST00000508668	RP11-691E1.1	Ensembl	303	chr4	+
ASHG19A3A037143	0.000972183	2.782118351	up	noncoding	ENST00000456717	RP11-132E11.3	Ensembl	146	chr9	-
ASHG19A3A053730	4.61983E-10	3.822318947	up	noncoding	ENST00000492447	RP11-329J18.1	Ensembl	435	chr16	-
ASHG19A3A010284	0.000698557	2.256958796	up	noncoding	ENST00000422709	AC015959.1	Ensembl	1457	chr18	-
ASHG19A3A028441	8.06077E-09	2.124227465	up	noncoding	ENST00000460281	CTC-512J14.1	Ensembl	156	chr5	+
ASHG19A3A011891	1.22702E-09	3.699234095	up	noncoding	ENST00000474329	CTD-2086L14.1	Ensembl	612	chr19	-
ASHG19A3A044703	1.33623E-07	3.054088468	up	noncoding	NR_028326	LOC100133161	RefSeq_NR	4614	chr11	-
ASHG19A3A028320	1.27709E-05	2.720618485	up	noncoding	uc003jwt.1	CR617371	UCSC_knowngene	335	chr5	+
ASHG19A3A042887	0.0003257	2.196058896	up	noncoding	ENST00000422205	TMEM14D	Ensembl	345	chr10	-
ASHG19A3A021846	6.83405E-06	2.444974819	up	noncoding	ENST00000486836	RP11-113A11.1	Ensembl	613	chr3	-
ASHG19A3A009608	4.07259E-07	2.524126276	up	noncoding	ENST00000393490	RPS26P8	Ensembl	348	chr17	+
ASHG19A3A022744	7.72727E-07	3.590303438	up	noncoding	ENST00000456185	RP11-24H1.1	Ensembl	512	chr3	+
ASHG19A3A036179	4.37847E-08	3.026297517	up	noncoding	ENST00000445515	RP11-416K24.2	Ensembl	336	chr1	+
ASHG19A3A027364	1.62801E-08	2.699745412	up	noncoding	ENST00000434429	RP11-20O24.1	Ensembl	254	chr1	+
ASHG19A3A021276	2.96312E-09	3.820025053	up	noncoding	ENST00000492925	RP11-413E6.1	Ensembl	468	chr3	-
ASHG19A3A030175	7.16949E-07	3.633223827	up	noncoding	ENST00000444542	RP1-232L24.2	Ensembl	271	chr6	-
